pointing_down,pointing_down,pointing_up,pointing_down,pointing_up,pointing_down,pointing_up,pointing_up,pointing_down,pointing_down,pointing_up,pointing_down,pointing_up,pointing_down,pointing_up,pointing_down,pointing_up,pointing_up,pointing_up
up,up,up,down,up,down,down,up,down,down,up,down,up,down,down,down,up,up,up
